source,pmid_number,reviewer_1_2,reviewer_2_3,pdf_in_folder,link_to_paper,authors,title,journal,issue_number_page_numbers,link_to_paper_2,reviewer_1_11,reviewer_2_12,data_available,sample_description,sample_size,clustering,clustering_dealt_with,exposure_s,mediator_s,outcome_s,exposure_randomized,name_of_mediation_method,citation_for_mediation_method,causal_mediation_yes_no,if_causal_which_estimand_1_controlled_direct_and_indirect_2_natural_direct_and_indirect_effects_or_3_stochastic_randomized_interventional_direct_and_indirect_effects,effects_of_interst_nie_nde_etc,if_baron_kenny_examine_whether_no_interaction_b_w_tx_and_mediator_on_outcome,if_b_k_examine_linear_relationship_b_w_mediator_and_outcome,covariates_in_exposure_mediator_model,covariates_in_mediator_outcome_model,covariates_in_exposure_outcome_model,any_justification_for_covariates,baseline_value_of_mediator_adjusted_for,baseline_value_of_outcome_adjusted_for,temporal_ordering_of_exposure_before_mediator_yes_no,temporal_ordering_of_mediator_before_outcome_yes_no,discussion_of_mediation_assumptions_yes_no,sensitivity_analyes_to_assumptions_yes_no,does_model_control_for_other_post_exposure_variables_yes_no,reviewer,reviewer_1,reviewer_2,x40
8,28768312,Kara,Jeannie,Y,https://jamanetwork-com.ezp.welch.jhmi.edu/journals/jamapsychiatry/fullarticle/2646396,Kochunov,association of white matter with core cognitive deficints in patients with schizophrenia,JAMA Psychiatry,74(9):958-966,NA,NA,Jeannie,no mention,patients with schizophrenia and normal controls,389,no,NA,white matter integrity,processing speed,working memory,no,"""Causal Mediation """,Tingley 2014; Imai 2010,no,NA,NA,no,yes,not specifically mentioned,not specifically mentioned,not specifically mentioned,NA,no,no,no,no,no,no,no,B,NA,NA,NA
9,24820537,Kara,Ian,Y,http://www.nature.com.ezp.welch.jhmi.edu/articles/npp2014110,NA,Cannabinoid Type 1 Receptor Availability in the Amygdala Mediates Threat Processing in Trauma Survivors,NA,NA,NA,Kara,NA,no,"Trauma-exposed participants were referred from NYU-affiliated outpatient psychiatry clinics and psychiatrically healthy, nontrauma-exposed participants recruited from the community.",20,no,na,in vivo cannabinoid receptor type 1,attentional bias to threat,severity of threat symptomatology,no,"not specified, the authors say that a ""bootstrapped analysis"" was done, but that makes no sense. From the Results section, I think they did BK",not specified,no,na,na,no,yes,no,no,no,na,no,no,no,no,no,no,no,A,NA,NA,NA
9,25528759,Kara,Ian,Y,https://academic-oup-com.ezp.welch.jhmi.edu/schizophreniabulletin/article/41/4/971/2338082,NA,The Stress of the Street for Patients With Persecutory Delusions: A Test of the Symptomatic and Psychological Effects of Going Outside Into a Busy Urban Area,NA,NA,NA,NA,NA,no,patients of mental health clinics,59,no,na,random assignment to complete task inside verson on a busy street,"anxiety, depression, positive/negative beliefs about self",paranoia,yes,BK,valerie and vanderweele,no,na,na,no,no,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,A,NA,NA,NA
9,25741308,Kara,Ian,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC4330715/,NA,NA,NA,NA,NA,NA,NA,no,students and their relatives and friends,122,no,na,MCST (modified card sorting task) performance,BST (balance switching task) performance,GDT (game of dice task) plus 2-back task.,no,SEM,"muthen and muthen, 2011",no,na,na,na,na,no,no,no,na,no,no,no,no,yes,no,no,A,NA,NA,NA
9,26379582,Kara,Ian,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC4548083/,NA,NA,NA,NA,NA,NA,NA,no,students,355,no,na,parental IPV,identification with family,"state anxiety, global self-esteem",no,"""PROCESS model 4""???? to me, it looks like BK",Hayes 2013,no,na,na,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,A,NA,NA,NA
9,27065345,Kara,Ian,N,http://eds.b.ebscohost.com.ezp.welch.jhmi.edu/ehost/pdfviewer/pdfviewer?vid=1&sid=60c9a621-84f7-4124-9c31-36fd279a515c%40pdc-v-sessmgr06,NA,NA,NA,NA,NA,NA,NA,no,college students,164,yes,no,first mover,integrative insight,profits,yes,PROCESS (BK(,Hayes 2013,no,na,na,no,no,no,no,no,no,no,no,yes,no,no,no,no,A,NA,NA,NA
9,27458402,Kara,Ian,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC4934120/,NA,NA,NA,NA,NA,NA,NA,no,students and nonstudent volunteers,623,no,na,aspects of attachment,attitudes towards crying,crying proneness,no,PROCESS -- apparently this is an SPSS thing,Hayes 2013,no,na,na,no,no,no,no,no,na,no,no,no,no,no,no,no,A,NA,NA,NA
9,27522321,Kara,Ian,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0022395616301649/pdfft?md5=8b1acca9a5871a07f541966a9f86ac19&pid=1-s2.0-S0022395616301649-main.pdf,NA,NA,NA,NA,NA,NA,NA,no,Non-treatment seeking young adults,104,no,na,anxiety sensitivity reduction protocol,anxiety sensitivity,OC symptoms,yes,PRODCLIN -- looks like BK,"MacKinnon et al, 2007",no,na,na,no,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,A,NA,NA,NA
9,27774075,Kara,Ian,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC5054016/,NA,NA,NA,NA,NA,NA,NA,no,preschool-aged children,101,no,na,emotion comprehension,"theory of mind (false belief understanding, language ability)",prosocial orientation,no,BK,"Baron and Kenny, 1986",no,na,na,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,A,NA,NA,NA
9,27893259,Kara,Adam,N,http://eds.a.ebscohost.com.ezp.welch.jhmi.edu/ehost/detail/detail?vid=1&sid=fd1aa833-0199-416f-8051-919d744d918c%40sessionmgr4009&bdata=JnNpdGU9ZWhvc3QtbGl2ZSZzY29wZT1zaXRl#AN=2016-57451-001&db=pdh,NA,NA,NA,NA,NA,NA,NA,no,British Cohort Study,2933,yes,yes,conscientiousness in adolescences,"educational attainment, academic motivation",adult unemployment,no,khb procedure?? (BK),"(Kohler, Bernt Karlson, & Holm, 2011",no,na,na,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,A,NA,NA,NA
9,28243217,Kara,Ian,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC5303741/pdf/fpsyg-08-00190.pdf,NA,NA,NA,NA,NA,NA,NA,no,gym members,134,no,na,self-control,habit,exercise,no,PROCESS (BK),Hayes 2012?,no,na,na,no,no,no,no,no,na,no,no,no,no,no,no,no,A,NA,NA,NA
9,28287800,Kara,Ian,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC5398911/,NA,NA,NA,NA,NA,NA,NA,no,"underage, past-month heavy drinkers recruited from community",167,no,na,brief motivational interview,"motivation, self efficacy, perceived norms, intentions, behavioral strategies, intentions, cognitive dissonance","heavy drinking, alcohol consequences",yes,BK,"Fritz and MacKinnon, 2007",no,na,na,no,no,no,no,no,na,yes,yes,yes,yes,no,no,no,A,NA,NA,NA
9,28647670,Kara,Adam,Y,https://www-clinicalkey-com.ezp.welch.jhmi.edu/#!/content/playContent/1-s2.0-S0165032717302513?returnurl=null&referrer=null,NA,NA,NA,NA,NA,NA,NA,no,Koreanstudents,5644,no,na,depressive mood,temperment and character,suicide risk,no,BK,"Baron and Kenny, 1986",no,na,na,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,A,NA,NA,NA
9,28768312,Kara,Jeannie,Y,https://jamanetwork-com.ezp.welch.jhmi.edu/journals/jamapsychiatry/fullarticle/2646396,NA,NA,NA,NA,NA,NA,NA,no,outpatients,379,no,na,fractional anisotropy,processing speed,working memory,no,SEM and causal mediation NIE/NDE,"The mediation analysis was performed with R package mediation and 1000 permutations and bootstrapping to estimate the confidence interval. Structural equation modeling was performed with SPSS Amos, version 22 (IBM).",both,NDE/NIE,NDE/NIE,na,na,no,no,no,na,no,no,no,no,no,no,no,A,NA,NA,NA
9,28843915,Kara,Adam,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032717308005/pdfft?md5=9dba897c29d5b0eabb8c4cc734b9e534&pid=1-s2.0-S0165032717308005-main.pdf,NA,NA,NA,NA,NA,NA,NA,no,"at-risk adolescents, college students",451,yes,no,trauma,"avoidance, mindfulness",internalizing and OC-specific symptoms,no,PROCESS (BK),Hayes 2013,no,na,na,no,no,no,no,no,na,no,no,no,no,no,no,no,A,NA,NA,NA
9,28992527,Kara,Adam,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S002239561730821X/pdfft?md5=0047ff6e24d6eb3186c0bd6c26f929f6&pid=1-s2.0-S002239561730821X-main.pdf,NA,NA,NA,NA,NA,NA,NA,no,"Adults (ages 18–65) with
moderate-to-severe MDD (n = 100) and age-, sex-, and education-matched healthy controls (HC; n = 100)",200,no,na,major depressive disorder,"depression symptom severity, anxiety
symptoms, sleep disturbance, perceived cognitive deficits, and objective cognitive performance.",functional disability,no,PROCESS (BK),"Preacher and Hayes, 2008",no,na,na,no,no,no,no,no,na,no,no,no,no,no,no,no,A,NA,NA,NA
9,29510354,Kara,Ian,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032717318700?via%3Dihub,NA,"Suicidality, posttraumatic stress, and depressive reactions after earthquake
and maltreatment: A cross-sectional survey of a random sample of 6132
chinese children and adolescents",NA,NA,NA,NA,NA,no,child and adolescent survivors of earthquake,6132,yes,no,abuse and neglect,"PTSD, depression",suicidality,no,PROCESS (BK),Hayes 2013,no,na,na,no,no,no,no,no,no,no,no,no,no,no,no,no,A,NA,NA,NA
10,29504781,Ian,Kara,N,http://eds.b.ebscohost.com.ezp.welch.jhmi.edu/ehost/detail/detail?vid=1&sid=d75d828c-b648-4a7c-ac2d-6a700f2a242b%40sessionmgr103&bdata=JnNpdGU9ZWhvc3QtbGl2ZSZzY29wZT1zaXRl#AN=2013-42325-001&db=pdh,NA,NA,NA,NA,NA,NA,NA,no,adult patients with alcohol problems,376,yes,yes,"motivational enhancement therapy intervention, social behavioral network theory intervention",therapist fidelity to intervention,alcohol use,yes,BK,"Baron and Kenny, 1986",no,na,na,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,B,NA,NA,NA
10,24433246,Jeannie,Kara,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC5566970/,NA,NA,NA,NA,NA,NA,NA,no,elementary aged children,163,no,na,"nonverbal reasoning, language, atten-
tive behavior, executive control, visual-spatial mem-
ory, and number knowledge.","number line esti-
mation and whole-number computations.",fraction concepts,no,BK,"Baron and Kenny, 1986; Preacher and Hayes 2008",no,na,na,no,no,yes,yes,yes,no,no,no,yes,yes,some. uses bootstrapping for inference to relax normality assumption of indirect effect estimator,no,no,B,NA,NA,NA
10,24485197,Kelly,Kara,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC5699449/,NA,NA,NA,NA,NA,NA,NA,no,outpatients with stable schz,276,no,na,disorganization,cognitive dysfunction,quality of life,no,BK,"Baron and Kenny, 1986",no,na,na,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,B,NA,NA,NA
10,24294875,Adam,Kara,N,http://eds.b.ebscohost.com.ezp.welch.jhmi.edu/ehost/detail/detail?vid=1&sid=7f0f5d91-d1a5-4f02-adc9-dbd36cc93099%40pdc-v-sessmgr02&bdata=JnNpdGU9ZWhvc3QtbGl2ZSZzY29wZT1zaXRl#AN=2018-08981-001&db=pdh,NA,NA,NA,NA,NA,NA,NA,no,students,1099,no,na,gender,teacher rating of mathematical ability,math score,no,"1. BK, 2. IV+BK","Bullock et al., 2008, 2010",no,na,na,no,no,yes,yes,yes,yes,no,no,yes,"no for one, yes for another",yes,yes,no,B,NA,NA,NA
10,25217757,Jeannie,Kara,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032717303154/pdfft?md5=6ad02ec504fd4a0ade270031222304c6&pid=1-s2.0-S0165032717303154-main.pdf,NA,NA,NA,NA,NA,NA,NA,no,undergraduates,140,no,na,positive disposition,depression,suicidal ideation,no,path analysis,"Muthen and Muthen, 2012",no,na,na,na,na,yes,yes,yes,no,no,no,no,no,some. uses bootstrapping for inference to relax normality assumption of indirect effect estimator,no,no,B,NA,NA,NA
10,26300795,Ian,Kara,Y,https://onlinelibrary-wiley-com.ezp.welch.jhmi.edu/doi/epdf/10.1111/cdev.12218,NA,NA,NA,NA,NA,NA,NA,no,"Participants were volunteers (43 males, 115 females, 1 missing
value; N = 159) recruited at the University of Salzburg, Austria,
and in Munich. Participants had a mean age of 31.01 years
(SD = 12.74).",180,no,na,cultural background,self construal,behavior of reactance,yes,BK,Hayes 2013,no,na,na,no,no,no,no,no,na,no,no,yes,no,no,no,no,B,NA,NA,NA
10,27199857,Jeannie,Kara,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032714005187/pdfft?md5=fd8711efff6a5ea7338000523b547ab2&pid=1-s2.0-S0165032714005187-main.pdf,NA,NA,NA,NA,NA,NA,NA,no,students,84,no,na,procrastination intervention,"leadership behavior, autonomy, intrinsic motivation",goal attainment,yes,serial multiple mediation analyses with the software PROCESS model 6  (BK-type??),Hayes 2013,no,na,na,no,no,no,no,no,na,no,no,yes,yes,no,no,no,B,NA,NA,NA
10,27758837,Kelly,Kara,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC4853380/,NA,NA,NA,NA,NA,NA,NA,no,adults with mental disorder,339,no,na,needs,service performance,"quality of life, personal recovery",no,SEM,none,no,na,na,na,na,no,no,no,na,no,no,no,no,no,no,no,B,NA,NA,NA
10,28045285,Ian,Kara,Y,https://onlinelibrary-wiley-com.ezp.welch.jhmi.edu/doi/epdf/10.1111/jcpp.12693,NA,NA,NA,NA,NA,NA,NA,no,pregnant women (mean age = 28.75; SD = 5.67) with depression symptoms,163,no,na,behavioral activation intervention,NA,depressive symptom severity,yes,path analysis (but really seems like just using regression and seeing whether significance changes),none,no,na,na,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,B,NA,NA,NA
10,28229495,Jeannie,Kara,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0920996414000164/pdfft?md5=4150ac65660a7163fbed6e63b6029041&pid=1-s2.0-S0920996414000164-main.pdf,NA,NA,NA,NA,NA,NA,NA,no,boy students,101,no,na,sleepiness,daytime attention,crime,no,BK,Hayes 2013,no,na,na,no,no,no,no,no,na,no,no,no,yes,no,no,no,B,NA,NA,NA
10,28843081,Ian,Kara,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0272735815000197/pdfft?md5=e1db1dfa749e93ca7a2a97619a14aab4&pid=1-s2.0-S0272735815000197-main.pdf,NA,NA,NA,NA,NA,NA,NA,no,sexually abused children,309,no,na,childhood trauma,"emotion regulation, dissociation",behavioral outcomes,no,"BK, sequential mediation analysis","Preacher and Hayes, 2008",no,na,na,no,no,no,no,no,na,no,no,no,yes,no,no,no,B,NA,NA,NA
10,28871234,Adam,Kara,Y,https://www-cambridge-org.ezp.welch.jhmi.edu/core/journals/the-british-journal-of-psychiatry/article/mediation-analysis-of-severity-of-needs-service-performance-and-outcomes-for-patients-with-mental-disorders/FFE139081023C9AAFDE21EAF8430E99D,NA,NA,NA,NA,NA,NA,NA,no,"Spanish adolescents between 14
and 19 years of age.",385,no,na,emotional attention,"self-rumination, self-reflection",test anxiety,no,BK,"Preacher and Hayes, 2008",no,na,na,no,no,no,no,no,na,no,no,no,no,no,no,no,B,NA,NA,NA
10,29173744,Ian,Kara,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC4523787/,NA,NA,NA,NA,NA,NA,NA,no,children,268,no,na,behavioral inhibition,social error-related negativity,social anxiety,no,BK,NA,no,na,na,no,no,no,no,no,na,no,no,no,yes,no,no,no,B,NA,NA,NA
11,23489399,Kelly,Ian,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC4280263/,"Christian A. Webb,* Sarah J. Kertz, Joe S. Bigda-Peyton, and  Thröstur Björgvinsson",The role of pretreatment outcome expectancies and cognitive–behavioral skills in symptom improvement in an acute psychiatric setting,Journal of Affective Disorders,149(0); 375-382,NA,NA,NA,no,"patients presenting for treatment at McLean Hospital, Belmont MA",420,no,na,pre-treatment expectations for symptoms outcomes assessed at admission,aquiring Cogntivie Behavioral skills after CBT therapy,"symptom improvement in major depression, bipolar or psychosis",no,linear regression with test for indirect effect,SAS v9.2; SAS macro (Preacher and Hayes 2004),no,na,direct and indirect,no,yes,no,no,no,no,no,yes,no,no,yes - the non-normality assumption of the indirect effect,no,no,A,NA,NA,NA
11,24485197,Kelly,Kara,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0920996414000164/pdfft?md5=4150ac65660a7163fbed6e63b6029041&pid=1-s2.0-S0920996414000164-main.pdf,"Monica Sigaudo, Barbara Crivelli, Filomena Castagna, Michela Giugiario, Cinzia Mingrone, Cristiana Montemagni, Giuseppe Rocca, Paola Rocca",Quality of life in stable schizophrenia: The relative contributions of disorganization and cognitive dysfunction,Schizophrenia Research,153; 196-203,NA,NA,NA,no,outpatients diagnosed with DSM-IV stable SZ,276,no,na,disorganization,cognitive dysfunction (attention and verbal memory),quality of life,no,B+K; Sobel test,SPSS v17; Preacher and Hayes 2004,no,na,na,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,A,NA,NA,NA
11,24575063,Kelly,Adam,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC3918932/,"Friederike X. R. Gerstenberg,1,* Roland Imhoff,2 Rainer Banse,3 and  Manfred Schmitt4","Discrepancies between implicit and explicit self-concepts of intelligence: relations to modesty, narcissism, and achievement motivation",Frontiers in Psychology,5; 85,NA,NA,NA,no,student volunteers from 2 German universities,84,no,na,combination of implicit and explicit self-concept of intelligence,achievement motivation,performance on a vocabulary test as a measure of crystallized intelligence,no,"B+K; no mention of software for regresions, presumably Sobel test for indirect effect",Preacher 2004; 2008,no,na,indirect,no,yes,no,no,no,no,na,na,no,no,no,no,no,A,NA,NA,NA
